;Latitude;Longitude;time;area;0
677;"46ø48'20.0""";"137ø3'20.0""";K;2;3
689;"45ø58'24.0""";"135ø45'0.0""";K;2;1
694;"45ø43'12.0""";"135ø50'25.0""";K;2;1
699;"44ø56'0.0""";"136ø33'0.0""";K;2;1
701;"45ø58'51.0""";"135ø45'42.0""";K;2;0
703;"47ø25'18.0""";"138ø18'0.0""";K;2;0
713;"46ø55'30.0""";"134ø55'0.0""";K;2;1
714;"43ø50'30.0""";"135ø3'0.0""";K;2;3
715;"50ø32'0.0""";"139ø12'0.0""";K;2;1
718;"46ø49'50.0""";"137ø0'20.0""";K;2;1
721;"48ø31'0.0""";"138ø39'0.0""";Pg;2;3
723;"49ø10'0.0""";"138ø5'0.0""";K;2;3
733;"44ø19'33.0""";"134ø5'0.0""";Pg;2;1
734;"45ø34'40.0""";"135ø17'0.0""";K;2;1
740;"53ø21'0.0""";"140ø7'0.0""";Pg;2;1
743;"43ø40'20.0""";"135ø13'30.0""";Pg;2;3
746;"47ø27'21.0""";"138ø17'48.0""";Pg;2;3
747;"44ø29'15.0""";"136ø7'10.0""";Pg;2;3
753;"49ø7'0.0""";"137ø35'0.0""";Pg;2;1
754;"45ø19'0.0""";"134ø50'30.0""";K;2;1
764;"45ø55'30.0""";"135ø51'0.0""";K;2;1
768;"47ø27'6.0""";"138ø19'0.0""";Pg;2;3
771;"48ø5'0.0""";"132ø6'0.0""";K;2;1
781;"45ø48'0.0""";"136ø29'35.0""";K;2;1
786;"47ø30'0.0""";"138ø15'30.0""";Pg;2;1
787;"48ø50'0.0""";"132ø21'0.0""";K;2;1
803;"50ø46'0.0""";"136ø13'0.0""";K;2;1
804;"48ø17'0.0""";"136ø47'0.0""";K;2;1
805;"45ø34'40.0""";"135ø15'18.0""";K;2;3
819;"45ø8'45.0""";"134ø33'13.0""";K;2;0
826;"52ø34'0.0""";"140ø40'0.0""";Pg;2;3
829;"47ø48'25.0""";"138ø4'25.0""";K;2;1
839;"47ø48'0.0""";"138ø4'25.0""";K;2;3
843;"44ø29'5.0""";"136ø7'20.0""";Pg;2;1
848;"43ø37'30.0""";"135ø12'20.0""";Pg;2;1
853;"46ø5'0.0""";"135ø31'25.0""";K;2;3
855;"43ø6'20.0""";"133ø0'20.0""";K;2;3
862;"44ø49'20.0""";"136ø0'30.0""";K;2;3
863;"44ø31'15.0""";"135ø11'0.0""";Pg;2;1
865;"47ø27'30.0""";"138ø19'0.0""";Pg;2;0
873;"47ø27'48.0""";"138ø23'24.0""";Pg;2;3
876;"51ø25'0.0""";"134ø25'0.0""";K;2;2
887;"45ø13'30.0""";"134ø26'0.0""";J;2;1
895;"43ø48'20.0""";"135ø27'25.0""";Pg;2;2
905;"45ø50'0.0""";"137ø45'0.0""";K;2;0
910;"45ø48'45.0""";"135ø58'0.0""";K;2;1
912;"44ø51'50.0""";"135ø46'45.0""";Pg;2;3
917;"45ø35'0.0""";"135ø33'50.0""";K;2;1
922;"46ø8'30.0""";"136ø3'0.0""";K;2;1
923;"46ø35'0.0""";"135ø57'0.0""";K;2;1
924;"43ø45'50.0""";"135ø26'5.0""";Pg;2;0
925;"44ø27'20.0""";"136ø2'15.0""";Pg;2;0
927;"44ø30'0.0""";"136ø5'0.0""";K;2;1
928;"46ø21'0.0""";"137ø1'0.0""";Pg;2;1
932;"43ø56'20.0""";"135ø30'25.0""";K;2;1
937;"45ø35'0.0""";"135ø25'25.0""";K;2;1
938;"47ø29'18.0""";"138ø2'0.0""";Pg;2;3
939;"45ø33'0.0""";"136ø56'30.0""";Pg;2;1
941;"47ø14'20.0""";"137ø50'40.0""";K;2;3
944;"43ø56'20.0""";"135ø30'25.0""";K;2;0
946;"43ø47'45.0""";"135ø26'40.0""";Pg;2;1
956;"45ø33'10.0""";"135ø26'45.0""";K;2;1
964;"49ø10'0.0""";"138ø5'0.0""";K;2;3
973;"44ø29'5.0""";"136ø7'20.0""";Pg;2;0
978;"44ø40'0.0""";"135ø48'35.0""";Pg;2;3
982;"47ø27'30.0""";"138ø19'0.0""";Pg;2;3
992;"50ø45'0.0""";"136ø13'0.0""";K;2;0
993;"46ø55'30.0""";"134ø55'0.0""";K;2;1
1002;"46ø9'5.0""";"136ø2'45.0""";K;2;0
1012;"45ø34'55.0""";"135ø30'25.0""";K;2;1
1013;"44ø28'40.0""";"136ø6'10.0""";Pg;2;3
1015;"44ø48'40.0""";"135ø1'20.0""";K;2;1
1017;"44ø31'10.0""";"134ø17'30.0""";K;2;1
1019;"47ø28'0.0""";"138ø11'30.0""";Pg;2;1
1020;"49ø35'0.0""";"138ø26'0.0""";Pg;2;3
1022;"44ø28'40.0""";"136ø6'10.0""";Pg;2;1
1035;"46ø48'10.0""";"137ø2'20.0""";K;2;1
1036;"44ø31'0.0""";"134ø15'30.0""";K;2;3
1039;"43ø42'0.0""";"134ø42'50.0""";Pg;2;3
1047;"45ø38'0.0""";"135ø13'0.0""";K;2;1
1050;"51ø49'0.0""";"134ø4'0.0""";K;2;1
1051;"48ø58'0.0""";"132ø17'0.0""";J;2;1
1056;"43ø41'40.0""";"135ø12'30.0""";Pg;2;3
1057;"43ø47'20.0""";"135ø26'20.0""";Pg;2;0
1059;"43ø39'27.0""";"135ø12'52.0""";K;2;1
1060;"46ø24'40.0""";"135ø45'20.0""";K;2;1
1061;"47ø48'25.0""";"138ø4'25.0""";K;2;1
1071;"45ø34'40.0""";"134ø37'20.0""";K;2;1
1075;"48ø54'0.0""";"139ø5'0.0""";Pg;2;1
1087;"46ø7'0.0""";"137ø18'0.0""";Pg;2;0
1088;"44ø31'30.0""";"135ø33'40.0""";Pg;2;1
1095;"45ø9'2.0""";"134ø57'0.0""";K;2;0
1101;"43ø40'20.0""";"135ø13'30.0""";Pg;2;1
1102;"44ø17'55.0""";"135ø48'55.0""";K;2;0
1103;"47ø29'48.0""";"138ø0'6.0""";Pg;2;3
1108;"44ø16'0.0""";"134ø28'50.0""";K;2;1
1109;"45ø35'50.0""";"136ø36'0.0""";K;2;1
1111;"51ø0'0.0""";"139ø10'0.0""";Pg;2;1
1116;"47ø2'20.0""";"137ø41'0.0""";K;2;1
1120;"45ø38'35.0""";"135ø5'50.0""";K;2;0
1127;"43ø17'0.0""";"133ø6'10.0""";K;2;3
1131;"45ø38'35.0""";"135ø4'10.0""";K;2;2
1160;"45ø9'15.0""";"134ø57'30.0""";K;2;3
1163;"48ø36'0.0""";"139ø33'0.0""";Pg;2;3
1169;"43ø50'20.0""";"134ø8'0.0""";K;2;1
1193;"54ø27'0.0""";"135ø15'0.0""";Pg;2;0
1194;"43ø37'30.0""";"135ø12'20.0""";Pg;2;0
1197;"45ø41'50.0""";"134ø5'0.0""";K;2;1
1198;"44ø35'28.0""";"135ø59'40.0""";Pg;2;3
1210;"43ø48'35.0""";"135ø27'35.0""";Pg;2;3
1216;"45ø48'0.0""";"137ø40'0.0""";K;2;3
1225;"45ø21'0.0""";"136ø20'0.0""";K;2;3
1228;"47ø27'24.0""";"138ø17'12.0""";Pg;2;3
1229;"45ø5'15.0""";"136ø47'50.0""";Pg;2;3
1242;"44ø27'40.0""";"136ø2'0.0""";Pg;2;3
1245;"43ø6'55.0""";"134ø20'10.0""";K;2;1
1249;"45ø34'30.0""";"136ø59'30.0""";K;2;3
1253;"45ø32'30.0""";"135ø18'30.0""";K;2;1
1254;"43ø42'0.0""";"133ø56'0.0""";K;2;1
1257;"44ø48'0.0""";"133ø30'35.0""";K;2;1
1259;"45ø53'0.0""";"135ø1'10.0""";K;2;3
1261;"45ø30'20.0""";"135ø25'30.0""";K;2;1
1262;"48ø58'0.0""";"132ø17'0.0""";K;2;0
1265;"43ø39'40.0""";"135ø13'20.0""";Pg;2;1
1268;"46ø33'25.0""";"135ø55'10.0""";K;2;1
1277;"45ø59'25.0""";"136ø12'40.0""";K;2;1
1282;"45ø21'40.0""";"135ø48'30.0""";K;2;1
1287;"47ø13'13.0""";"138ø14'45.0""";Pg;2;3
1292;"44ø28'28.0""";"134ø15'50.0""";K;2;1
1301;"51ø41'0.0""";"135ø40'0.0""";K;2;1
1303;"50ø17'0.0""";"139ø48'0.0""";Pg;2;3
1311;"45ø5'40.0""";"134ø41'40.0""";K;2;1
1327;"47ø28'0.0""";"138ø11'36.0""";Pg;2;1
1340;"44ø29'15.0""";"136ø7'10.0""";Pg;2;0
1341;"47ø16'50.0""";"137ø3'20.0""";K;2;1
1342;"46ø35'14.0""";"133ø57'25.0""";K;2;1
1343;"43ø7'0.0""";"134ø20'10.0""";Pg;2;3
1356;"44ø29'15.0""";"136ø7'10.0""";Pg;2;3
1361;"43ø56'20.0""";"135ø30'25.0""";K;2;1
1362;"47ø49'13.0""";"138ø8'10.0""";K;2;0
1363;"47ø12'35.0""";"137ø33'10.0""";K;2;0
1369;"45ø11'0.0""";"135ø6'35.0""";K;2;3
1371;"52ø51'0.0""";"140ø58'0.0""";Pg;2;1
1377;"43ø52'10.0""";"135ø27'0.0""";Pg;2;2
1379;"46ø25'55.0""";"135ø49'25.0""";Pg;2;0
1382;"54ø2'0.0""";"135ø8'0.0""";Pg;2;0
1385;"45ø7'10.0""";"136ø45'50.0""";Pg;2;1
1386;"46ø50'10.0""";"136ø55'5.0""";K;2;1
1392;"43ø37'20.0""";"135ø11'35.0""";Pg;2;0
1394;"45ø15'0.0""";"133ø50'0.0""";K;2;3
1412;"43ø38'30.0""";"135ø15'0.0""";Pg;2;3
1415;"44ø11'0.0""";"135ø21'0.0""";K;2;1
1416;"52ø5'0.0""";"134ø52'0.0""";K;2;0
1426;"49ø35'0.0""";"139ø5'0.0""";Pg;2;0
1432;"45ø54'50.0""";"135ø32'5.0""";K;2;0
1445;"43ø16'40.0""";"133ø4'10.0""";K;2;3
1447;"44ø50'50.0""";"135ø4'10.0""";K;2;3
1449;"45ø5'10.0""";"136ø44'0.0""";Pg;2;1
1451;"47ø38'0.0""";"138ø11'0.0""";K;2;1
1452;"43ø38'0.0""";"135ø13'25.0""";Pg;2;2
1456;"51ø5'0.0""";"134ø24'0.0""";K;2;0
1470;"50ø34'0.0""";"139ø50'0.0""";Pg;2;3
1471;"45ø37'0.0""";"134ø49'0.0""";K;2;3
1480;"45ø12'40.0""";"134ø24'0.0""";J;2;1
1481;"43ø47'5.0""";"135ø26'5.0""";Pg;2;2
1483;"45ø59'15.0""";"135ø53'30.0""";K;2;0
1500;"47ø14'0.0""";"138ø45'0.0""";Pg;2;0
1501;"43ø48'35.0""";"135ø27'35.0""";Pg;2;3
1506;"45ø55'30.0""";"135ø54'30.0""";K;2;0
1513;"45ø53'35.0""";"135ø21'0.0""";K;2;3
1514;"44ø29'20.0""";"133ø14'10.0""";K;2;1
1517;"47ø9'20.0""";"134ø44'15.0""";K;2;1
1519;"43ø37'15.0""";"135ø11'22.0""";K;2;0
1520;"44ø29'5.0""";"136ø7'20.0""";Pg;2;0
1521;"52ø31'0.0""";"134ø9'0.0""";K;2;0
1530;"47ø38'0.0""";"138ø11'0.0""";K;2;1
1538;"52ø21'0.0""";"134ø13'0.0""";K;2;0
1539;"46ø49'45.0""";"136ø59'25.0""";K;2;1
1547;"46ø17'40.0""";"135ø54'25.0""";K;2;0
1555;"45ø43'30.0""";"135ø5'0.0""";K;2;0
1558;"43ø7'30.0""";"134ø20'10.0""";Pg;2;3
1562;"44ø27'50.0""";"136ø4'30.0""";Pg;2;3
1576;"51ø36'0.0""";"134ø52'0.0""";K;2;1
1578;"44ø29'40.0""";"136ø8'30.0""";Pg;2;3
1584;"50ø43'0.0""";"136ø14'0.0""";K;2;1
1585;"47ø15'0.0""";"138ø41'0.0""";Pg;2;0
1586;"45ø38'0.0""";"135ø20'0.0""";K;2;0
1589;"51ø48'0.0""";"135ø37'0.0""";K;2;0
1594;"52ø26'0.0""";"134ø3'0.0""";K;2;1
1598;"50ø15'0.0""";"138ø32'0.0""";K;2;1
1602;"45ø40'0.0""";"135ø9'30.0""";K;2;3
1605;"46ø27'10.0""";"138ø11'0.0""";K;2;1
1608;"45ø17'20.0""";"134ø38'25.0""";K;2;1
1628;"43ø42'0.0""";"135ø15'5.0""";Pg;2;3
1631;"44ø29'15.0""";"136ø7'10.0""";Pg;2;3
1638;"43ø40'50.0""";"135ø10'50.0""";Pg;2;0
1646;"47ø21'18.0""";"138ø27'12.0""";K;2;1
1652;"50ø41'0.0""";"136ø28'0.0""";K;2;1
1654;"45ø38'50.0""";"137ø25'35.0""";K;2;0
1660;"47ø11'0.0""";"135ø19'0.0""";K;2;0
1672;"44ø59'30.0""";"135ø56'40.0""";K;2;3
1673;"50ø3'0.0""";"139ø43'0.0""";Pg;2;1
1676;"50ø38'0.0""";"136ø9'0.0""";K;2;0
1678;"45ø21'40.0""";"134ø38'55.0""";J;2;1
1681;"44ø30'30.0""";"135ø11'25.0""";Pg;2;3
1682;"42ø57'40.0""";"134ø1'40.0""";K;2;3
1686;"46ø35'0.0""";"135ø55'0.0""";K;2;0
1694;"43ø18'0.0""";"133ø3'30.0""";K;2;3
1700;"43ø6'45.0""";"134ø20'20.0""";K;2;2
1716;"44ø29'15.0""";"136ø7'10.0""";Pg;2;3
1717;"44ø42'10.0""";"135ø10'50.0""";K;2;3
1719;"47ø29'54.0""";"138ø14'58.0""";Pg;2;3
1720;"46ø56'30.0""";"137ø20'40.0""";K;2;0
1728;"44ø31'5.0""";"135ø9'40.0""";Pg;2;3
1731;"47ø27'24.0""";"138ø17'12.0""";Pg;2;1
1732;"45ø38'30.0""";"134ø47'0.0""";K;2;3
1736;"43ø37'30.0""";"135ø12'20.0""";Pg;2;0
1740;"43ø37'12.0""";"135ø11'20.0""";K;2;3
1751;"43ø48'50.0""";"135ø28'20.0""";Pg;2;2
1758;"44ø29'15.0""";"136ø7'10.0""";K;2;3
1764;"52ø28'0.0""";"140ø19'0.0""";K;2;0
1765;"43ø17'40.0""";"133ø3'30.0""";K;2;3
1768;"52ø30'0.0""";"140ø19'0.0""";Pg;2;0
1772;"43ø1'30.0""";"134ø8'20.0""";K;2;1
1774;"50ø17'0.0""";"138ø6'0.0""";Pg;2;3
1780;"45ø59'25.0""";"136ø12'40.0""";K;2;0
1784;"47ø16'40.0""";"138ø45'45.0""";Pg;2;2
1785;"43ø48'35.0""";"135ø27'35.0""";Pg;2;0
1796;"54ø18'0.0""";"138ø42'0.0""";Pg;2;2
1797;"45ø38'30.0""";"134ø46'30.0""";K;2;1
1799;"43ø17'30.0""";"133ø3'30.0""";K;2;3
1802;"47ø38'0.0""";"138ø11'0.0""";K;2;0
1804;"43ø47'0.0""";"135ø26'10.0""";Pg;2;2
1806;"44ø28'30.0""";"136ø5'50.0""";Pg;2;3
1810;"47ø27'0.0""";"138ø4'30.0""";Pg;2;3
1812;"50ø21'0.0""";"136ø11'0.0""";K;2;0
1814;"43ø56'50.0""";"135ø29'40.0""";Pg;2;2
1821;"47ø11'35.0""";"137ø27'30.0""";K;2;1
1824;"49ø29'0.0""";"139ø6'0.0""";Pg;2;0
1826;"47ø27'24.0""";"138ø17'12.0""";Pg;2;1
1828;"45ø39'15.0""";"135ø21'15.0""";K;2;1
1834;"47ø5'0.0""";"137ø41'20.0""";K;2;0
1835;"43ø56'20.0""";"135ø30'25.0""";K;2;0
1844;"43ø40'20.0""";"135ø13'30.0""";Pg;2;2
1846;"51ø48'0.0""";"135ø36'0.0""";K;2;0
1853;"45ø35'50.0""";"135ø30'30.0""";K;2;1
1860;"49ø36'0.0""";"139ø12'0.0""";Pg;2;1
1863;"46ø9'15.0""";"136ø2'15.0""";K;2;1
1865;"43ø6'53.0""";"133ø25'10.0""";K;2;0
1869;"44ø49'40.0""";"135ø57'30.0""";K;2;3
1877;"45ø38'30.0""";"135ø3'30.0""";K;2;3
1880;"45ø30'0.0""";"135ø53'0.0""";K;2;1
1883;"45ø58'15.0""";"135ø53'30.0""";K;2;0
1887;"48ø7'0.0""";"137ø48'40.0""";K;2;0
1895;"45ø13'35.0""";"134ø25'40.0""";J;2;1
1908;"50ø24'0.0""";"138ø46'0.0""";Pg;2;2
1918;"43ø48'35.0""";"135ø27'35.0""";K;2;0
1920;"47ø52'0.0""";"136ø0'0.0""";K;2;0
1928;"53ø14'0.0""";"140ø56'0.0""";Pg;2;1
1930;"49ø35'0.0""";"134ø7'0.0""";K;2;0
1935;"46ø57'40.0""";"137ø4'37.0""";K;2;3
1939;"45ø11'40.0""";"134ø37'20.0""";K;2;3
1945;"45ø52'30.0""";"134ø59'10.0""";K;2;3
1951;"42ø59'42.0""";"134ø5'42.0""";K;2;2
1952;"47ø20'36.0""";"138ø26'48.0""";K;2;0
1960;"50ø42'0.0""";"136ø14'0.0""";K;2;0
1962;"43ø48'30.0""";"135ø27'40.0""";Pg;2;2
1968;"43ø42'5.0""";"135ø16'20.0""";K;2;0
1975;"47ø51'0.0""";"136ø10'0.0""";K;2;0
1976;"48ø38'0.0""";"138ø28'0.0""";Pg;2;0
1977;"44ø48'40.0""";"135ø7'10.0""";K;2;3
1979;"43ø8'50.0""";"134ø25'0.0""";K;2;3
1983;"43ø3'30.0""";"132ø45'40.0""";K;2;1
1990;"44ø39'20.0""";"134ø22'30.0""";K;2;0
1992;"47ø23'48.0""";"138ø3'6.0""";K;2;0
2002;"43ø57'30.0""";"135ø5'30.0""";K;2;3
2012;"45ø45'0.0""";"135ø28'0.0""";K;2;0
2014;"50ø26'0.0""";"135ø19'0.0""";K;2;0
2016;"46ø56'2.0""";"137ø21'10.0""";K;2;1
2033;"43ø40'0.0""";"135ø13'30.0""";K;2;2
2036;"43ø42'5.0""";"135ø16'20.0""";K;2;3
2037;"46ø48'45.0""";"136ø55'50.0""";K;2;0
2038;"43ø40'36.0""";"135ø16'50.0""";Pg;2;0
2045;"46ø3'0.0""";"135ø31'20.0""";K;2;0
2049;"43ø49'10.0""";"135ø13'0.0""";Pg;2;2
2050;"43ø6'53.0""";"133ø25'10.0""";K;2;0
2055;"50ø31'0.0""";"135ø46'0.0""";K;2;1
2057;"47ø37'15.0""";"138ø7'7.0""";Pg;2;1
2059;"44ø31'35.0""";"136ø11'28.0""";Pg;2;0
2062;"46ø15'35.0""";"137ø37'30.0""";K;2;3
2066;"45ø38'35.0""";"135ø5'0.0""";K;2;2
2068;"51ø37'0.0""";"135ø41'0.0""";K;2;0
2077;"44ø32'15.0""";"136ø13'12.0""";K;2;3
2081;"46ø48'20.0""";"137ø2'30.0""";K;2;3
2082;"43ø48'30.0""";"135ø27'40.0""";Pg;2;2
2083;"44ø18'10.0""";"135ø43'7.0""";Pg;2;3
2085;"46ø48'30.0""";"137ø2'35.0""";K;2;0
2090;"44ø48'50.0""";"135ø1'0.0""";K;2;3
2095;"47ø9'45.0""";"138ø4'30.0""";K;2;3
2097;"46ø17'30.0""";"135ø55'20.0""";K;2;0
2101;"44ø42'0.0""";"135ø10'30.0""";K;2;3
2103;"44ø53'40.0""";"135ø8'30.0""";K;2;3
2104;"43ø40'20.0""";"135ø13'20.0""";Pg;2;2
2107;"44ø28'0.0""";"134ø33'20.0""";K;2;0
