;Latitude;Longitude;time;area;0
222;"67ø23'0.0""";"156ø33'0.0""";K;3;3
226;"63ø53'0.0""";"157ø53'0.0""";Pg;3;3
245;"61ø18'0.0""";"142ø5'0.0""";K;3;3
248;"62ø27'0.0""";"155ø50'0.0""";K;3;3
251;"62ø36'0.0""";"155ø53'0.0""";K;3;3
258;"62ø27'0.0""";"155ø58'0.0""";K;3;3
259;"61ø50'0.0""";"156ø29'0.0""";K;3;3
263;"61ø22'0.0""";"151ø50'0.0""";K;3;3
265;"61ø8'0.0""";"151ø4'0.0""";K;3;0
275;"62ø17'0.0""";"155ø30'0.0""";K;3;3
276;"59ø55'0.0""";"144ø5'0.0""";K;3;3
279;"65ø45'0.0""";"141ø5'0.0""";K;3;0
287;"67ø41'0.0""";"139ø49'0.0""";K;3;3
293;"61ø8'0.0""";"151ø3'0.0""";K;3;3
295;"69ø46'0.0""";"142ø12'0.0""";K;3;0
296;"66ø1'0.0""";"142ø7'0.0""";K;3;3
298;"61ø18'0.0""";"149ø10'0.0""";K;3;0
301;"62ø3'0.0""";"141ø2'0.0""";K;3;3
304;"62ø41'0.0""";"155ø55'0.0""";K;3;0
305;"62ø22'0.0""";"139ø53'0.0""";K;3;0
308;"62ø2'0.0""";"155ø15'0.0""";K;3;3
310;"62ø10'0.0""";"155ø13'0.0""";K;3;3
312;"60ø39'0.0""";"149ø30'0.0""";K;3;3
315;"61ø55'0.0""";"139ø25'0.0""";K;3;3
318;"60ø38'0.0""";"149ø30'0.0""";K;3;3
319;"69ø43'0.0""";"141ø41'0.0""";K;3;3
322;"60ø29'45.0""";"142ø5'20.0""";K;3;3
326;"61ø1'0.0""";"150ø5'0.0""";K;3;3
330;"67ø18'30.0""";"156ø52'0.0""";K;3;0
332;"70ø10'0.0""";"140ø39'0.0""";K;3;3
339;"69ø58'0.0""";"140ø41'0.0""";K;3;0
341;"63ø37'0.0""";"147ø53'0.0""";J;3;3
345;"69ø18'0.0""";"143ø5'0.0""";K;3;3
350;"61ø18'0.0""";"149ø10'0.0""";K;3;3
355;"62ø37'0.0""";"155ø40'0.0""";K;3;3
356;"61ø43'0.0""";"150ø30'0.0""";K;3;0
359;"66ø17'0.0""";"139ø47'0.0""";K;3;3
374;"61ø9'0.0""";"151ø3'0.0""";K;3;3
376;"63ø14'0.0""";"152ø11'0.0""";J;3;0
382;"59ø51'0.0""";"144ø10'0.0""";Pg;3;3
385;"61ø19'0.0""";"149ø11'0.0""";K;3;3
386;"62ø3'0.0""";"152ø55'0.0""";K;3;3
388;"62ø10'0.0""";"152ø5'0.0""";K;3;3
390;"69ø56'0.0""";"141ø25'0.0""";K;3;3
391;"61ø22'0.0""";"146ø12'0.0""";K;3;3
395;"61ø18'0.0""";"149ø12'0.0""";K;3;3
397;"62ø42'0.0""";"155ø42'0.0""";K;3;3
400;"69ø33'0.0""";"149ø22'0.0""";K;3;0
401;"61ø18'0.0""";"149ø10'0.0""";K;3;0
407;"69ø49'0.0""";"142ø14'0.0""";K;3;0
410;"63ø54'0.0""";"146ø51'0.0""";J;3;3
416;"67ø4'0.0""";"158ø25'0.0""";K;3;3
420;"61ø21'0.0""";"148ø18'0.0""";K;3;3
423;"62ø11'0.0""";"139ø53'0.0""";K;3;0
428;"68ø8'0.0""";"136ø27'0.0""";K;3;3
432;"59ø52'0.0""";"139ø9'0.0""";K;3;3
433;"62ø11'0.0""";"139ø53'0.0""";K;3;3
440;"66ø16'0.0""";"139ø47'0.0""";K;3;3
441;"62ø20'0.0""";"148ø1'0.0""";J;3;3
445;"62ø37'0.0""";"155ø38'0.0""";K;3;3
448;"63ø4'0.0""";"139ø11'0.0""";K;3;3
449;"63ø2'0.0""";"155ø21'0.0""";K;3;3
451;"61ø21'0.0""";"149ø13'0.0""";K;3;3
454;"61ø18'0.0""";"149ø20'0.0""";K;3;0
457;"61ø7'0.0""";"148ø30'0.0""";K;3;3
462;"64ø57'0.0""";"140ø7'0.0""";K;3;0
473;"66ø48'0.0""";"157ø47'0.0""";K;3;3
475;"61ø1'0.0""";"150ø5'0.0""";K;3;3
482;"61ø50'0.0""";"146ø37'0.0""";K;3;3
486;"69ø54'0.0""";"139ø45'0.0""";K;3;3
488;"62ø17'0.0""";"152ø6'0.0""";K;3;0
494;"68ø1'0.0""";"136ø37'0.0""";K;3;0
496;"60ø21'0.0""";"150ø50'0.0""";K;3;3
498;"61ø50'0.0""";"156ø28'0.0""";K;3;3
499;"61ø48'0.0""";"150ø30'0.0""";J;3;0
500;"60ø50'0.0""";"152ø48'0.0""";K;3;3
501;"68ø58'0.0""";"137ø50'0.0""";K;3;3
515;"67ø9'0.0""";"158ø25'0.0""";K;3;3
521;"59ø55'0.0""";"139ø18'0.0""";K;3;3
523;"61ø23'0.0""";"151ø49'0.0""";K;3;3
524;"62ø42'0.0""";"158ø39'0.0""";K;3;3
525;"62ø10'0.0""";"139ø14'0.0""";K;3;0
527;"62ø3'0.0""";"141ø1'0.0""";K;3;3
533;"60ø29'0.0""";"150ø7'0.0""";K;3;0
541;"68ø1'0.0""";"136ø48'0.0""";K;3;3
547;"62ø38'0.0""";"155ø46'0.0""";K;3;3
551;"63ø11'0.0""";"148ø20'0.0""";J;3;3
559;"62ø11'0.0""";"139ø53'0.0""";K;3;0
565;"61ø1'0.0""";"150ø5'0.0""";K;3;3
574;"61ø17'0.0""";"149ø15'0.0""";K;3;3
578;"68ø47'0.0""";"138ø2'0.0""";K;3;3
579;"67ø26'0.0""";"134ø58'0.0""";K;3;3
580;"62ø13'0.0""";"158ø19'0.0""";K;3;3
592;"69ø30'0.0""";"145ø32'0.0""";K;3;3
593;"69ø12'0.0""";"141ø17'0.0""";K;3;3
594;"63ø37'0.0""";"147ø46'0.0""";J;3;3
603;"62ø31'0.0""";"155ø39'0.0""";K;3;3
609;"62ø39'0.0""";"155ø40'0.0""";K;3;3
614;"68ø8'0.0""";"136ø28'0.0""";K;3;0
617;"64ø22'0.0""";"143ø27'0.0""";K;3;3
618;"61ø4'0.0""";"148ø19'0.0""";K;3;0
619;"60ø35'0.0""";"143ø42'0.0""";K;3;3
620;"61ø21'0.0""";"146ø11'0.0""";K;3;3
626;"61ø21'0.0""";"148ø16'0.0""";K;3;3
640;"66ø21'0.0""";"137ø53'0.0""";K;3;3
645;"69ø42'0.0""";"141ø41'0.0""";K;3;0
653;"66ø17'0.0""";"139ø45'0.0""";K;3;3
657;"61ø21'0.0""";"151ø44'0.0""";K;3;3
666;"61ø18'0.0""";"142ø14'45.0""";J;3;3
672;"61ø29'0.0""";"147ø3'0.0""";K;3;3
674;"60ø19'0.0""";"144ø36'0.0""";K;3;3
675;"59ø56'0.0""";"139ø17'0.0""";K;3;0
680;"61ø41'0.0""";"153ø32'0.0""";K;3;3
690;"61ø41'0.0""";"148ø7'0.0""";K;3;3
693;"65ø10'0.0""";"154ø45'0.0""";K;3;0
697;"60ø43'0.0""";"150ø33'0.0""";K;3;0
705;"66ø16'0.0""";"139ø47'0.0""";Tr;3;0
706;"61ø39'0.0""";"148ø23'0.0""";J;3;3
708;"62ø6'0.0""";"149ø22'0.0""";J;3;3
710;"64ø38'0.0""";"146ø19'0.0""";K;3;3
717;"59ø35'0.0""";"150ø58'0.0""";K;3;3
719;"70ø32'30.0""";"141ø18'0.0""";K;3;3
724;"62ø4'0.0""";"155ø17'0.0""";K;3;0
735;"62ø38'0.0""";"156ø3'0.0""";K;3;0
736;"65ø29'0.0""";"149ø2'0.0""";K;3;0
737;"61ø18'0.0""";"149ø14'0.0""";K;3;3
738;"61ø54'0.0""";"147ø35'0.0""";K;3;3
762;"66ø13'0.0""";"138ø16'0.0""";K;3;3
795;"59ø53'0.0""";"143ø33'0.0""";K;3;3
796;"63ø18'0.0""";"144ø50'0.0""";K;3;3
802;"66ø16'0.0""";"139ø46'0.0""";K;3;0
807;"65ø11'0.0""";"145ø20'0.0""";K;3;3
810;"62ø36'0.0""";"159ø2'0.0""";K;3;3
812;"68ø38'0.0""";"137ø52'0.0""";K;3;0
820;"61ø22'0.0""";"153ø27'0.0""";K;3;3
830;"61ø18'0.0""";"149ø10'0.0""";K;3;3
832;"62ø38'0.0""";"155ø54'0.0""";K;3;0
842;"60ø41'0.0""";"149ø41'0.0""";K;3;3
846;"60ø24'0.0""";"144ø31'0.0""";K;3;0
849;"61ø47'0.0""";"152ø33'0.0""";K;3;3
850;"60ø47'0.0""";"145ø6'0.0""";K;3;3
851;"69ø26'0.0""";"145ø28'0.0""";K;3;3
854;"60ø57'0.0""";"149ø34'0.0""";K;3;3
858;"62ø30'0.0""";"145ø4'0.0""";K;3;3
864;"60ø57'0.0""";"150ø45'0.0""";K;3;3
868;"64ø15'0.0""";"146ø35'0.0""";K;3;3
870;"69ø59'0.0""";"141ø2'0.0""";K;3;3
875;"63ø37'0.0""";"147ø46'0.0""";J;3;3
877;"69ø31'0.0""";"145ø15'0.0""";K;3;0
882;"68ø47'0.0""";"142ø5'0.0""";K;3;3
883;"62ø43'0.0""";"158ø14'0.0""";K;3;3
888;"69ø25'0.0""";"149ø38'0.0""";K;3;3
901;"64ø23'0.0""";"141ø14'0.0""";K;3;3
915;"60ø46'0.0""";"154ø58'0.0""";K;3;3
921;"69ø58'0.0""";"134ø6'0.0""";K;3;3
948;"61ø22'0.0""";"151ø47'0.0""";K;3;3
949;"61ø21'0.0""";"146ø2'0.0""";K;3;3
953;"60ø7'0.0""";"145ø20'0.0""";K;3;3
954;"66ø12'0.0""";"140ø13'0.0""";K;3;3
965;"68ø20'0.0""";"140ø10'0.0""";K;3;3
966;"65ø20'0.0""";"135ø22'0.0""";K;3;3
968;"65ø11'0.0""";"145ø20'0.0""";K;3;3
971;"60ø52'0.0""";"153ø41'0.0""";K;3;3
976;"69ø58'0.0""";"134ø6'0.0""";K;3;2
981;"62ø38'0.0""";"155ø52'0.0""";K;3;3
983;"60ø49'0.0""";"154ø19'0.0""";K;3;3
985;"68ø39'0.0""";"137ø50'0.0""";K;3;0
987;"62ø39'0.0""";"155ø41'0.0""";K;3;3
996;"62ø35'0.0""";"155ø40'0.0""";K;3;0
997;"62ø2'0.0""";"152ø18'0.0""";K;3;0
1000;"68ø59'0.0""";"139ø56'0.0""";K;3;3
1005;"61ø9'0.0""";"151ø4'0.0""";K;3;3
1006;"66ø6'0.0""";"152ø10'0.0""";J;3;3
1007;"66ø15'0.0""";"139ø45'0.0""";K;3;0
1011;"62ø22'0.0""";"155ø58'0.0""";K;3;1
1031;"60ø57'0.0""";"149ø5'0.0""";K;3;0
1032;"66ø12'0.0""";"139ø45'0.0""";K;3;0
1033;"64ø4'0.0""";"147ø43'0.0""";J;3;3
1034;"66ø15'0.0""";"139ø45'0.0""";K;3;3
1042;"65ø46'0.0""";"135ø5'0.0""";K;3;3
1055;"61ø47'0.0""";"150ø27'0.0""";K;3;3
1058;"66ø15'0.0""";"139ø42'0.0""";K;3;0
1062;"69ø24'0.0""";"145ø26'0.0""";K;3;3
1081;"59ø20'0.0""";"139ø2'0.0""";K;3;3
1082;"61ø26'0.0""";"149ø57'0.0""";K;3;0
1092;"66ø14'0.0""";"139ø15'0.0""";K;3;0
1093;"68ø7'0.0""";"136ø28'0.0""";K;3;0
1096;"63ø14'0.0""";"152ø11'0.0""";J;3;3
1099;"59ø42'0.0""";"150ø34'0.0""";K;3;3
1105;"68ø47'0.0""";"139ø58'0.0""";K;3;3
1110;"66ø15'0.0""";"139ø45'0.0""";K;3;3
1114;"61ø21'0.0""";"156ø23'0.0""";K;3;0
1123;"62ø59'0.0""";"151ø36'0.0""";J;3;3
1124;"67ø24'0.0""";"134ø54'0.0""";K;3;3
1125;"59ø54'0.0""";"144ø10'0.0""";K;3;0
1132;"61ø19'0.0""";"146ø11'0.0""";K;3;3
1138;"63ø41'0.0""";"147ø25'0.0""";J;3;3
1142;"63ø13'0.0""";"152ø12'0.0""";J;3;3
1152;"67ø55'0.0""";"135ø16'0.0""";K;3;0
1156;"61ø19'0.0""";"152ø24'0.0""";J;3;0
1162;"59ø54'0.0""";"139ø18'0.0""";K;3;3
1164;"62ø14'0.0""";"155ø30'0.0""";K;3;3
1167;"62ø5'0.0""";"149ø13'0.0""";J;3;3
1172;"61ø23'0.0""";"151ø48'0.0""";K;3;3
1174;"61ø21'0.0""";"151ø49'0.0""";K;3;3
1181;"60ø46'0.0""";"153ø48'0.0""";K;3;3
1183;"61ø2'0.0""";"150ø8'0.0""";K;3;3
1188;"61ø19'0.0""";"149ø10'0.0""";J;3;3
1196;"59ø30'0.0""";"144ø17'0.0""";K;3;3
1200;"66ø14'0.0""";"139ø45'0.0""";K;3;0
1201;"63ø59'0.0""";"147ø13'0.0""";J;3;3
1202;"63ø13'0.0""";"148ø26'0.0""";J;3;0
1206;"69ø58'0.0""";"134ø6'0.0""";K;3;0
1207;"68ø3'0.0""";"136ø30'0.0""";K;3;2
1208;"60ø47'0.0""";"153ø1'0.0""";K;3;0
1220;"61ø56'0.0""";"140ø25'0.0""";J;3;3
1224;"62ø24'0.0""";"158ø42'0.0""";K;3;0
1233;"68ø27'0.0""";"138ø40'0.0""";K;3;0
1234;"60ø44'0.0""";"150ø32'0.0""";K;3;0
1235;"66ø33'0.0""";"138ø21'0.0""";K;3;0
1244;"59ø27'0.0""";"150ø55'0.0""";K;3;0
1251;"69ø55'0.0""";"134ø0'0.0""";K;3;0
1255;"58ø53'0.0""";"151ø46'0.0""";K;3;0
1258;"66ø16'0.0""";"139ø47'0.0""";K;3;0
1264;"67ø24'0.0""";"157ø39'0.0""";K;3;3
1266;"68ø1'0.0""";"137ø11'0.0""";K;3;0
1269;"64ø45'0.0""";"141ø19'0.0""";J;3;3
1270;"68ø1'0.0""";"137ø4'0.0""";K;3;0
1275;"63ø45'0.0""";"157ø57'0.0""";Pg;3;3
1285;"67ø25'0.0""";"134ø53'0.0""";K;3;0
1293;"62ø23'0.0""";"155ø54'0.0""";K;3;3
1295;"69ø58'0.0""";"134ø6'0.0""";K;3;0
1304;"62ø32'0.0""";"155ø48'0.0""";K;3;0
1305;"69ø35'0.0""";"150ø30'0.0""";J;3;0
1308;"63ø38'35.0""";"142ø57'30.0""";K;3;3
1312;"62ø37'0.0""";"140ø46'0.0""";K;3;3
1321;"60ø53'0.0""";"153ø38'0.0""";K;3;0
1322;"60ø31'40.0""";"141ø21'0.0""";K;3;3
1325;"69ø42'0.0""";"134ø28'0.0""";K;3;3
1330;"64ø39'0.0""";"146ø29'0.0""";K;3;0
1331;"60ø46'0.0""";"149ø31'0.0""";K;3;3
1347;"61ø26'0.0""";"153ø22'0.0""";K;3;3
1350;"61ø31'0.0""";"156ø21'0.0""";K;3;3
1372;"63ø15'0.0""";"152ø11'0.0""";J;3;0
1376;"68ø5'0.0""";"136ø34'0.0""";K;3;0
1378;"70ø8'0.0""";"134ø49'0.0""";K;3;3
1384;"62ø24'0.0""";"149ø16'0.0""";K;3;3
1391;"69ø53'0.0""";"133ø45'0.0""";K;3;0
1424;"63ø25'0.0""";"148ø59'0.0""";K;3;3
1425;"59ø54'0.0""";"144ø1'0.0""";K;3;0
1429;"68ø1'0.0""";"136ø30'0.0""";K;3;1
1431;"60ø27'0.0""";"150ø32'0.0""";Pg;3;0
1433;"69ø22'0.0""";"148ø12'0.0""";K;3;0
1444;"61ø27'0.0""";"155ø20'0.0""";K;3;3
1450;"66ø7'0.0""";"139ø33'0.0""";K;3;3
1453;"68ø3'0.0""";"136ø33'0.0""";K;3;0
1458;"68ø1'0.0""";"137ø18'0.0""";K;3;0
1459;"60ø59'0.0""";"150ø3'0.0""";K;3;0
1461;"59ø7'0.0""";"152ø55'0.0""";K;3;3
1465;"62ø12'0.0""";"154ø45'0.0""";K;3;0
1472;"66ø25'0.0""";"138ø33'0.0""";K;3;0
1475;"68ø2'0.0""";"137ø10'0.0""";K;3;0
1482;"68ø57'0.0""";"136ø34'0.0""";K;3;0
1493;"64ø10'0.0""";"156ø35'0.0""";K;3;3
1494;"60ø41'0.0""";"149ø46'0.0""";K;3;3
1507;"63ø55'0.0""";"150ø2'0.0""";J;3;0
1508;"62ø5'0.0""";"149ø13'0.0""";J;3;0
1510;"63ø24'0.0""";"153ø33'0.0""";K;3;0
1511;"69ø22'0.0""";"149ø30'0.0""";K;3;3
1518;"61ø49'0.0""";"146ø40'0.0""";K;3;0
1525;"69ø54'0.0""";"133ø44'0.0""";K;3;0
1535;"66ø19'0.0""";"137ø57'0.0""";K;3;3
1546;"61ø39'0.0""";"154ø36'0.0""";K;3;0
1548;"63ø15'0.0""";"152ø12'0.0""";J;3;0
1561;"69ø52'0.0""";"134ø16'0.0""";K;3;0
1563;"62ø25'0.0""";"149ø14'0.0""";K;3;3
1564;"69ø28'0.0""";"145ø25'0.0""";K;3;3
1567;"64ø15'0.0""";"143ø30'0.0""";K;3;3
1581;"60ø38'0.0""";"149ø32'0.0""";K;3;0
1606;"64ø55'0.0""";"141ø30'0.0""";K;3;0
1616;"69ø13'0.0""";"139ø54'0.0""";K;3;0
1618;"59ø50'0.0""";"143ø59'0.0""";K;3;0
1624;"64ø24'0.0""";"141ø15'0.0""";K;3;0
1625;"66ø18'0.0""";"137ø48'0.0""";K;3;0
1632;"60ø28'0.0""";"143ø36'0.0""";K;3;3
1633;"67ø25'0.0""";"135ø21'0.0""";K;3;0
1641;"60ø23'0.0""";"144ø55'0.0""";K;3;3
1642;"69ø27'0.0""";"145ø30'0.0""";K;3;3
1650;"69ø36'0.0""";"150ø32'0.0""";K;3;0
1655;"61ø44'0.0""";"153ø19'0.0""";K;3;3
1656;"61ø1'0.0""";"150ø7'0.0""";K;3;0
1658;"62ø11'0.0""";"146ø8'0.0""";K;3;0
1665;"60ø7'0.0""";"144ø43'0.0""";K;3;0
1675;"69ø23'0.0""";"145ø40'0.0""";K;3;0
1689;"59ø49'0.0""";"144ø28'0.0""";K;3;1
1691;"61ø3'0.0""";"150ø7'0.0""";K;3;3
1692;"61ø48'0.0""";"146ø33'0.0""";K;3;0
1693;"61ø43'0.0""";"156ø29'0.0""";K;3;0
1696;"66ø12'0.0""";"139ø35'0.0""";K;3;0
1699;"60ø6'0.0""";"144ø44'0.0""";K;3;0
1701;"67ø18'0.0""";"134ø31'0.0""";K;3;3
1706;"69ø20'0.0""";"142ø0'0.0""";K;3;3
1707;"66ø7'0.0""";"141ø5'0.0""";K;3;3
1712;"62ø9'0.0""";"149ø17'0.0""";J;3;3
1718;"64ø22'0.0""";"144ø58'0.0""";K;3;0
1721;"67ø19'0.0""";"134ø23'0.0""";K;3;0
1722;"61ø25'0.0""";"155ø40'0.0""";K;3;0
1727;"69ø58'0.0""";"134ø6'0.0""";K;3;0
1733;"62ø34'0.0""";"141ø17'0.0""";K;3;0
1734;"69ø39'30.0""";"141ø38'0.0""";K;3;0
1745;"66ø59'0.0""";"157ø50'30.0""";K;3;3
1746;"69ø56'0.0""";"134ø3'0.0""";K;3;0
1749;"60ø37'0.0""";"138ø59'0.0""";K;3;0
1753;"66ø15'0.0""";"138ø12'0.0""";K;3;0
1755;"61ø18'0.0""";"144ø27'0.0""";K;3;0
1767;"68ø57'0.0""";"142ø0'0.0""";K;3;2
1769;"69ø9'0.0""";"142ø2'0.0""";Pg;3;3
1770;"69ø26'0.0""";"145ø28'0.0""";K;3;0
1771;"66ø8'0.0""";"139ø43'0.0""";K;3;0
1778;"68ø34'0.0""";"138ø15'0.0""";K;3;3
1789;"62ø50'0.0""";"155ø31'0.0""";K;3;0
1791;"68ø2'0.0""";"136ø44'0.0""";K;3;0
1794;"70ø7'0.0""";"134ø52'0.0""";K;3;3
1798;"69ø53'0.0""";"133ø44'0.0""";K;3;0
1808;"69ø58'0.0""";"137ø58'0.0""";K;3;3
1809;"64ø24'0.0""";"141ø16'0.0""";K;3;3
1811;"69ø27'0.0""";"145ø56'0.0""";K;3;0
1818;"63ø16'0.0""";"158ø58'0.0""";K;3;3
1831;"59ø38'0.0""";"150ø33'0.0""";K;3;3
1837;"62ø8'0.0""";"146ø10'0.0""";K;3;0
1838;"60ø18'0.0""";"143ø17'0.0""";K;3;0
1839;"60ø59'0.0""";"150ø3'0.0""";K;3;0
1840;"60ø13'0.0""";"144ø30'0.0""";K;3;0
1848;"69ø52'0.0""";"134ø18'0.0""";K;3;1
1850;"62ø18'0.0""";"149ø19'0.0""";J;3;3
1855;"69ø55'0.0""";"133ø47'0.0""";K;3;2
1856;"60ø37'0.0""";"149ø37'0.0""";K;3;0
1859;"69ø52'0.0""";"134ø1'0.0""";K;3;0
1864;"68ø0'0.0""";"137ø0'0.0""";K;3;0
1866;"63ø2'0.0""";"149ø30'0.0""";K;3;0
1868;"65ø20'0.0""";"142ø58'0.0""";K;3;0
1878;"60ø42'0.0""";"138ø30'0.0""";K;3;0
1879;"61ø8'0.0""";"151ø12'0.0""";K;3;0
1885;"68ø59'0.0""";"139ø56'0.0""";K;3;3
1892;"68ø0'0.0""";"136ø29'0.0""";K;3;0
1903;"69ø29'0.0""";"141ø43'0.0""";K;3;1
1905;"69ø26'0.0""";"149ø20'0.0""";K;3;0
1909;"68ø58'0.0""";"137ø58'0.0""";K;3;2
1910;"63ø16'0.0""";"151ø5'0.0""";J;3;0
1922;"60ø28'0.0""";"144ø41'0.0""";K;3;0
1925;"60ø13'0.0""";"142ø44'0.0""";K;3;0
1934;"61ø21'0.0""";"148ø21'0.0""";K;3;0
1936;"66ø15'0.0""";"139ø48'0.0""";K;3;0
1940;"66ø21'0.0""";"137ø50'0.0""";K;3;0
1942;"69ø20'0.0""";"149ø10'0.0""";K;3;0
1944;"69ø51'0.0""";"133ø54'0.0""";K;3;2
1953;"68ø48'0.0""";"137ø59'0.0""";K;3;0
1974;"60ø15'30.0""";"141ø59'50.0""";K;3;3
1980;"62ø51'0.0""";"149ø48'0.0""";J;3;3
1981;"59ø37'0.0""";"150ø38'0.0""";K;3;0
1987;"69ø59'0.0""";"137ø59'0.0""";K;3;2
2004;"61ø41'0.0""";"150ø27'0.0""";K;3;0
2006;"61ø32'0.0""";"144ø4'0.0""";K;3;0
2010;"61ø45'0.0""";"151ø44'0.0""";J;3;0
2015;"66ø25'0.0""";"138ø35'0.0""";K;3;0
2017;"66ø15'0.0""";"139ø45'0.0""";K;3;0
2018;"62ø7'0.0""";"149ø23'0.0""";J;3;0
2022;"65ø55'0.0""";"135ø45'0.0""";K;3;1
2023;"70ø29'0.0""";"141ø34'0.0""";K;3;3
2027;"62ø17'0.0""";"159ø11'0.0""";K;3;0
2034;"66ø38'0.0""";"153ø28'0.0""";K;3;3
2048;"61ø50'0.0""";"146ø34'0.0""";K;3;0
2051;"68ø41'0.0""";"142ø3'0.0""";Pg;3;0
2056;"61ø30'0.0""";"149ø57'0.0""";K;3;0
2060;"61ø32'0.0""";"156ø22'0.0""";K;3;0
2061;"61ø46'0.0""";"156ø25'0.0""";K;3;0
2078;"69ø54'0.0""";"139ø47'0.0""";K;3;0
2079;"68ø50'0.0""";"137ø58'0.0""";K;3;0
2080;"62ø58'0.0""";"150ø8'0.0""";K;3;3
2088;"61ø50'0.0""";"151ø36'0.0""";K;3;0
2099;"64ø43'0.0""";"146ø3'0.0""";J;3;0
2105;"67ø4'0.0""";"158ø22'0.0""";K;3;0
2109;"60ø51'0.0""";"142ø13'0.0""";K;3;0
2117;"65ø1'0.0""";"140ø35'0.0""";K;3;1
2118;"61ø47'0.0""";"152ø35'0.0""";K;3;0
2121;"61ø1'20.0""";"142ø15'30.0""";K;3;0
2125;"67ø19'0.0""";"146ø39'0.0""";K;3;0
2129;"61ø10'0.0""";"142ø20'0.0""";K;3;0
2139;"69ø37'0.0""";"150ø31'0.0""";K;3;1
2143;"59ø30'0.0""";"144ø40'0.0""";K;3;0
2146;"61ø10'0.0""";"149ø48'0.0""";K;3;0
2153;"67ø30'0.0""";"149ø47'0.0""";J;3;0
2155;"69ø36'0.0""";"149ø42'0.0""";K;3;0
2158;"60ø39'0.0""";"138ø26'0.0""";K;3;1
2159;"65ø11'0.0""";"154ø32'0.0""";K;3;0
2164;"68ø38'0.0""";"137ø52'0.0""";K;3;0
2167;"60ø22'0.0""";"151ø48'0.0""";K;3;0
2168;"61ø18'0.0""";"149ø20'0.0""";K;3;0
2169;"62ø31'0.0""";"149ø12'0.0""";K;3;3
2170;"60ø57'0.0""";"149ø36'0.0""";K;3;0
