;Latitude;Longitude;time;area;0
1126;"62ø26'30.0""";"173ø38'0.0""";K;4;0
1134;"65ø15'0.0""";"166ø31'0.0""";K;4;2
1136;"67ø58'0.0""";"178ø4'0.0""";K;4;2
1173;"69ø25'0.0""";"176ø39'0.0""";K;4;2
1179;"69ø58'0.0""";"171ø3'0.0""";K;4;0
1182;"63ø39'0.0""";"175ø40'0.0""";K;4;0
1185;"60ø30'41.0""";"165ø35'4.0""";K;4;2
1195;"69ø50'0.0""";"171ø55'0.0""";K;4;2
1237;"69ø3'0.0""";"174ø10'0.0""";K;4;0
1271;"69ø42'0.0""";"171ø26'0.0""";K;4;1
1318;"62ø8'0.0""";"173ø44'0.0""";K;4;0
1351;"65ø59'0.0""";"170ø14'0.0""";K;4;1
1409;"63ø17'0.0""";"175ø24'0.0""";K;4;0
1410;"67ø40'0.0""";"177ø54'12.0""";K;4;0
1430;"63ø16'30.0""";"174ø42'0.0""";K;4;0
1438;"69ø37'0.0""";"171ø20'0.0""";K;4;2
1441;"69ø7'0.0""";"178ø28'0.0""";K;4;1
1442;"62ø16'30.0""";"174ø6'0.0""";K;4;2
1448;"65ø29'48.0""";"178ø52'0.0""";K;4;2
1460;"69ø56'0.0""";"170ø50'0.0""";K;4;2
1474;"67ø56'0.0""";"178ø6'0.0""";K;4;1
1486;"69ø22'0.0""";"176ø58'0.0""";K;4;0
1488;"67ø59'12.0""";"177ø23'0.0""";K;4;0
1495;"69ø10'0.0""";"164ø20'0.0""";K;4;0
1496;"69ø42'0.0""";"164ø2'0.0""";K;4;2
1497;"70ø48'0.0""";"160ø40'0.0""";K;4;2
1540;"67ø20'30.0""";"177ø41'36.0""";K;4;0
1541;"66ø18'0.0""";"177ø59'0.0""";Pg;4;0
1545;"63ø0'50.0""";"163ø57'30.0""";K;4;0
1551;"66ø53'0.0""";"176ø48'0.0""";K;4;2
1569;"66ø53'0.0""";"175ø28'0.0""";K;4;0
1593;"67ø59'0.0""";"177ø31'0.0""";K;4;0
1607;"69ø7'0.0""";"178ø16'0.0""";K;4;3
1627;"63ø55'53.0""";"166ø0'30.0""";K;4;2
1640;"63ø52'45.0""";"167ø43'15.0""";K;4;0
1645;"67ø58'0.0""";"178ø2'0.0""";K;4;0
1659;"67ø54'0.0""";"178ø6'0.0""";K;4;0
1677;"67ø23'0.0""";"169ø14'0.0""";K;4;2
1698;"63ø37'0.0""";"175ø38'0.0""";K;4;2
1703;"64ø16'0.0""";"168ø48'25.0""";K;4;0
1777;"69ø8'0.0""";"178ø11'0.0""";K;4;3
1779;"63ø50'56.0""";"166ø15'56.0""";K;4;0
1782;"63ø51'40.0""";"167ø42'0.0""";K;4;1
1805;"68ø48'0.0""";"165ø18'0.0""";K;4;0
1815;"62ø14'0.0""";"174ø16'0.0""";K;4;2
1822;"69ø40'0.0""";"170ø24'0.0""";K;4;0
1829;"67ø23'0.0""";"167ø17'0.0""";K;4;1
1845;"63ø33'0.0""";"164ø20'0.0""";K;4;0
1857;"64ø16'0.0""";"172ø42'0.0""";K;4;2
1867;"67ø32'0.0""";"168ø59'0.0""";K;4;2
1873;"63ø50'29.0""";"165ø15'30.0""";K;4;0
1881;"69ø24'0.0""";"176ø47'0.0""";K;4;0
1882;"69ø57'0.0""";"171ø17'0.0""";Mz;4;2
1893;"69ø33'0.0""";"162ø21'0.0""";K;4;0
1896;"68ø16'0.0""";"166ø24'0.0""";K;4;0
1900;"64ø17'30.0""";"168ø30'50.0""";K;4;0
1901;"64ø17'30.0""";"168ø30'50.0""";K;4;2
1907;"67ø51'0.0""";"179ø37'0.0""";K;4;0
1915;"68ø1'0.0""";"170ø17'0.0""";K;4;0
1924;"69ø36'0.0""";"170ø22'0.0""";K;4;0
1926;"70ø46'0.0""";"160ø51'0.0""";K;4;0
1927;"69ø38'0.0""";"170ø55'0.0""";K;4;0
1955;"69ø43'0.0""";"164ø5'0.0""";K;4;0
1973;"67ø28'18.0""";"177ø42'6.0""";K;4;2
1988;"69ø19'0.0""";"171ø30'0.0""";Mz;4;0
1994;"68ø14'0.0""";"166ø24'0.0""";K;4;0
1995;"67ø20'18.0""";"177ø45'18.0""";K;4;0
1998;"64ø40'36.0""";"165ø0'18.0""";K;4;0
2003;"64ø27'30.0""";"163ø16'0.0""";K;4;0
2029;"69ø56'0.0""";"171ø5'0.0""";Mz;4;0
2035;"69ø36'0.0""";"170ø24'0.0""";K;4;0
2047;"69ø12'0.0""";"171ø33'0.0""";K;4;0
2058;"70ø48'0.0""";"160ø40'0.0""";K;4;0
2071;"69ø37'0.0""";"170ø14'0.0""";K;4;1
2074;"68ø6'0.0""";"179ø14'0.0""";K;4;1
2093;"67ø26'30.0""";"177ø37'30.0""";K;4;2
2112;"68ø49'0.0""";"165ø8'0.0""";K;4;3
2136;"62ø19'0.0""";"174ø33'0.0""";K;4;0
2140;"62ø5'30.0""";"173ø33'0.0""";K;4;1
2141;"66ø5'0.0""";"179ø55'0.0""";K;4;0
2177;"69ø20'0.0""";"171ø25'0.0""";K;4;0
2180;"69ø37'0.0""";"171ø28'0.0""";K;4;1
2204;"62ø24'0.0""";"174ø15'0.0""";K;4;0
2208;"66ø16'0.0""";"171ø28'0.0""";K;4;3
2270;"69ø12'0.0""";"171ø34'0.0""";K;4;3
2278;"62ø24'0.0""";"174ø35'0.0""";K;4;0
2292;"69ø19'0.0""";"171ø30'0.0""";Mz;4;3
2302;"69ø17'0.0""";"171ø17'0.0""";Mz;4;2
2313;"63ø0'49.0""";"166ø20'16.0""";K;4;0
2335;"67ø46'0.0""";"179ø40'0.0""";K;4;0
2339;"69ø21'0.0""";"171ø29'0.0""";Mz;4;3
2350;"67ø53'0.0""";"178ø6'0.0""";K;4;0
2370;"70ø45'0.0""";"161ø36'0.0""";K;4;3
2387;"67ø21'0.0""";"175ø40'0.0""";K;4;2
2391;"67ø58'0.0""";"169ø59'0.0""";K;4;3
2394;"63ø0'53.0""";"165ø0'15.0""";K;4;3
2413;"69ø7'0.0""";"168ø37'0.0""";K;4;3
2430;"69ø40'0.0""";"171ø30'0.0""";K;4;1
2446;"69ø21'0.0""";"164ø19'0.0""";K;4;0
2455;"67ø51'0.0""";"179ø37'0.0""";K;4;0
2472;"69ø36'0.0""";"171ø20'0.0""";K;4;0
2473;"69ø5'0.0""";"174ø15'0.0""";K;4;0
2485;"63ø17'0.0""";"174ø44'0.0""";K;4;3
2486;"68ø45'0.0""";"165ø16'0.0""";K;4;3
2512;"69ø34'0.0""";"170ø25'0.0""";K;4;3
2533;"69ø39'0.0""";"171ø31'0.0""";K;4;0
2535;"68ø3'0.0""";"163ø56'0.0""";K;4;3
2546;"68ø57'0.0""";"165ø6'0.0""";K;4;0
2567;"64ø17'40.0""";"163ø40'30.0""";K;4;1
2584;"64ø50'25.0""";"168ø30'40.0""";K;4;0
2592;"67ø28'0.0""";"178ø37'0.0""";K;4;3
2610;"70ø36'0.0""";"162ø28'0.0""";K;4;3
2618;"69ø27'0.0""";"163ø36'0.0""";K;4;0
2619;"69ø22'0.0""";"162ø41'0.0""";K;4;0
2655;"62ø16'0.0""";"174ø9'0.0""";K;4;0
2665;"67ø30'12.0""";"176ø39'48.0""";K;4;1
2675;"64ø4'0.0""";"168ø3'0.0""";K;4;0
2689;"64ø16'40.0""";"164ø4'0.0""";K;4;3
2696;"67ø39'12.0""";"177ø23'0.0""";K;4;0
2702;"67ø53'48.0""";"176ø5'12.0""";K;4;1
2712;"69ø55'0.0""";"170ø50'0.0""";K;4;0
2719;"62ø7'0.0""";"173ø49'0.0""";K;4;0
2731;"64ø51'0.0""";"161ø46'0.0""";K;4;3
2753;"67ø28'12.0""";"177ø38'48.0""";K;4;3
2754;"69ø25'0.0""";"164ø30'0.0""";K;4;0
2795;"65ø24'0.0""";"174ø11'0.0""";K;4;3
2807;"66ø2'0.0""";"163ø19'0.0""";K;4;3
2835;"70ø37'0.0""";"162ø32'0.0""";K;4;3
2866;"69ø8'0.0""";"168ø35'0.0""";K;4;3
2871;"67ø41'18.0""";"177ø48'6.0""";K;4;3
2892;"67ø33'0.0""";"179ø15'0.0""";K;4;3
2902;"69ø21'0.0""";"176ø50'0.0""";K;4;2
2908;"67ø44'42.0""";"177ø50'24.0""";K;4;0
2920;"61ø50'0.0""";"162ø12'0.0""";K;4;1
2947;"66ø24'0.0""";"172ø23'0.0""";K;4;0
2966;"69ø50'0.0""";"174ø38'0.0""";K;4;3
2975;"67ø56'30.0""";"179ø20'0.0""";K;4;1
2977;"64ø1'30.0""";"163ø1'25.0""";K;4;3
2988;"68ø42'0.0""";"169ø21'0.0""";K;4;3
3005;"66ø3'0.0""";"163ø19'0.0""";K;4;0
3018;"65ø2'0.0""";"169ø15'0.0""";K;4;3
3022;"62ø31'30.0""";"173ø34'0.0""";K;4;3
3031;"64ø13'30.0""";"168ø5'30.0""";K;4;3
3046;"65ø49'0.0""";"174ø38'0.0""";K;4;3
3047;"62ø23'36.0""";"178ø39'0.0""";K;4;3
3056;"64ø53'0.0""";"164ø48'0.0""";K;4;3
3068;"69ø2'0.0""";"174ø14'0.0""";K;4;3
3102;"68ø42'0.0""";"169ø21'0.0""";K;4;3
3103;"65ø45'0.0""";"165ø23'0.0""";K;4;0
3107;"63ø11'30.0""";"163ø0'20.0""";K;4;0
3127;"63ø5'57.0""";"166ø0'48.0""";K;4;0
3132;"67ø43'0.0""";"178ø10'0.0""";K;4;3
3146;"63ø30'56.0""";"166ø0'48.0""";K;4;0
3161;"68ø30'0.0""";"162ø28'0.0""";K;4;3
3205;"65ø31'0.0""";"179ø5'0.0""";K;4;0
3213;"68ø54'0.0""";"172ø19'0.0""";K;4;3
3214;"69ø21'0.0""";"162ø42'0.0""";K;4;0
3218;"69ø40'0.0""";"171ø30'0.0""";K;4;3
3232;"69ø18'0.0""";"162ø35'0.0""";K;4;3
3240;"69ø50'0.0""";"174ø30'0.0""";K;4;0
3247;"63ø1'0.0""";"163ø56'0.0""";K;4;3
3255;"70ø55'0.0""";"161ø32'0.0""";K;4;1
3259;"69ø36'0.0""";"170ø16'0.0""";K;4;3
3267;"68ø56'0.0""";"166ø17'0.0""";K;4;0
3268;"69ø3'0.0""";"174ø16'0.0""";K;4;3
3289;"69ø47'0.0""";"174ø24'0.0""";K;4;3
3293;"69ø7'0.0""";"162ø7'0.0""";K;4;3
3296;"67ø49'0.0""";"177ø0'48.0""";K;4;3
3300;"63ø40'56.0""";"166ø40'20.0""";K;4;3
3301;"64ø20'22.0""";"167ø0'45.0""";K;4;3
3319;"69ø2'0.0""";"178ø25'0.0""";K;4;3
3330;"68ø17'0.0""";"165ø46'0.0""";K;4;1
3337;"68ø5'0.0""";"179ø12'0.0""";K;4;1
3339;"68ø15'0.0""";"177ø43'0.0""";K;4;3
3342;"66ø8'0.0""";"161ø47'0.0""";K;4;2
3346;"64ø50'31.0""";"168ø40'14.0""";K;4;3
3352;"67ø44'0.0""";"165ø35'0.0""";K;4;3
3379;"68ø38'0.0""";"176ø30'0.0""";K;4;3
3392;"69ø12'0.0""";"172ø38'0.0""";K;4;1
3395;"65ø26'30.0""";"179ø16'0.0""";K;4;0
3403;"64ø32'35.0""";"168ø18'0.0""";K;4;1
3412;"69ø50'0.0""";"174ø25'0.0""";K;4;3
3416;"69ø44'0.0""";"172ø14'0.0""";K;4;0
3420;"64ø15'14.0""";"168ø20'21.0""";K;4;3
3423;"67ø42'0.0""";"178ø55'0.0""";K;4;3
3428;"63ø26'0.0""";"162ø50'0.0""";K;4;0
3442;"65ø15'0.0""";"169ø37'0.0""";K;4;0
3445;"64ø46'0.0""";"161ø52'0.0""";K;4;3
3448;"63ø0'51.0""";"167ø30'34.0""";K;4;3
3450;"67ø55'0.0""";"179ø55'0.0""";K;4;3
3463;"69ø36'0.0""";"170ø10'0.0""";K;4;3
3466;"68ø25'0.0""";"176ø6'0.0""";K;4;1
3470;"68ø17'0.0""";"165ø53'0.0""";K;4;3
3471;"69ø17'0.0""";"163ø4'0.0""";K;4;3
3496;"65ø12'0.0""";"169ø1'0.0""";K;4;0
3498;"68ø7'0.0""";"179ø13'0.0""";K;4;0
3501;"69ø4'0.0""";"163ø3'0.0""";K;4;3
3513;"64ø7'0.0""";"163ø56'30.0""";K;4;3
3515;"65ø39'0.0""";"167ø52'0.0""";K;4;0
3520;"69ø3'0.0""";"162ø25'0.0""";K;4;3
3528;"69ø15'0.0""";"162ø57'0.0""";K;4;3
3529;"66ø54'0.0""";"168ø9'0.0""";K;4;3
3532;"69ø36'0.0""";"170ø13'0.0""";K;4;2
3537;"69ø18'0.0""";"163ø4'0.0""";K;4;3
3547;"64ø54'0.0""";"178ø13'0.0""";K;4;3
3548;"66ø23'0.0""";"176ø28'0.0""";K;4;3
3566;"69ø40'0.0""";"170ø20'0.0""";K;4;3
3575;"65ø28'0.0""";"167ø17'0.0""";K;4;3
3579;"69ø40'0.0""";"170ø25'0.0""";K;4;3
3591;"69ø36'0.0""";"170ø11'0.0""";K;4;1
3603;"69ø4'0.0""";"165ø10'0.0""";K;4;3
3605;"68ø3'0.0""";"164ø18'0.0""";K;4;3
3615;"67ø21'6.0""";"176ø28'30.0""";K;4;0
3618;"67ø31'0.0""";"166ø49'0.0""";K;4;1
3628;"67ø46'0.0""";"167ø57'0.0""";K;4;1
3632;"69ø19'0.0""";"173ø25'0.0""";K;4;3
3634;"69ø39'0.0""";"170ø19'0.0""";K;4;3
3635;"65ø18'0.0""";"169ø43'0.0""";K;4;3
3645;"67ø50'42.0""";"176ø47'48.0""";K;4;3
3646;"65ø42'0.0""";"170ø16'0.0""";K;4;3
3664;"66ø5'0.0""";"166ø47'0.0""";K;4;3
3671;"63ø46'0.0""";"175ø35'0.0""";Mz;4;3
3674;"64ø45'17.0""";"167ø0'51.0""";K;4;0
3675;"69ø39'0.0""";"162ø35'0.0""";K;4;3
3693;"67ø16'0.0""";"166ø7'0.0""";K;4;3
3710;"63ø10'28.0""";"166ø0'10.0""";K;4;1
3713;"64ø0'10.0""";"165ø0'25.0""";K;4;3
3714;"69ø38'0.0""";"170ø55'0.0""";K;4;3
3717;"66ø16'0.0""";"177ø21'0.0""";K;4;0
3734;"67ø10'0.0""";"165ø50'0.0""";K;4;1
3740;"69ø39'0.0""";"170ø20'0.0""";K;4;3
3745;"69ø36'0.0""";"170ø11'0.0""";K;4;3
3747;"65ø44'0.0""";"167ø36'0.0""";K;4;3
3748;"64ø16'50.0""";"168ø40'19.0""";K;4;0
3769;"64ø10'0.0""";"167ø16'0.0""";Pg;4;3
3773;"67ø10'0.0""";"165ø48'0.0""";K;4;3
3798;"69ø39'0.0""";"170ø19'0.0""";K;4;3
3809;"69ø36'0.0""";"170ø11'0.0""";K;4;3
3810;"63ø19'35.0""";"163ø50'20.0""";K;4;3
3812;"69ø23'0.0""";"177ø10'0.0""";K;4;3
3813;"64ø15'0.0""";"164ø32'30.0""";K;4;3
3814;"68ø43'0.0""";"169ø22'0.0""";Pg;4;1
3858;"65ø30'0.0""";"167ø19'0.0""";K;4;3
3867;"65ø40'0.0""";"161ø5'0.0""";K;4;3
3887;"65ø33'42.0""";"179ø54'18.0""";K;4;1
3898;"69ø36'0.0""";"170ø11'0.0""";K;4;3
3901;"69ø39'0.0""";"170ø13'0.0""";K;4;3
3903;"66ø12'0.0""";"166ø11'0.0""";K;4;1
3917;"64ø52'0.0""";"178ø12'0.0""";K;4;3
3924;"63ø19'50.0""";"163ø49'10.0""";K;4;3
3926;"67ø55'0.0""";"179ø19'0.0""";K;4;3
3935;"66ø32'0.0""";"166ø30'0.0""";K;4;3
3936;"63ø29'55.0""";"167ø1'30.0""";K;4;1
3939;"67ø41'0.0""";"179ø14'0.0""";K;4;3
3944;"68ø50'0.0""";"172ø42'0.0""";K;4;1
3970;"68ø10'0.0""";"164ø49'0.0""";K;4;3
3974;"69ø40'0.0""";"170ø28'0.0""";K;4;3
3988;"64ø13'30.0""";"168ø12'30.0""";K;4;3
3995;"64ø22'0.0""";"163ø30'0.0""";K;4;1
4004;"69ø42'0.0""";"170ø27'0.0""";K;4;3
4013;"68ø52'0.0""";"163ø7'0.0""";K;4;3
4021;"67ø33'0.0""";"169ø24'0.0""";K;4;3
4025;"64ø0'32.0""";"168ø30'17.0""";K;4;3
4038;"64ø21'14.0""";"164ø19'30.0""";K;4;1
4042;"67ø4'0.0""";"167ø4'0.0""";K;4;3
4063;"69ø36'0.0""";"170ø11'0.0""";K;4;3
4071;"62ø32'30.0""";"173ø14'0.0""";K;4;1
4074;"67ø5'0.0""";"177ø9'0.0""";K;4;1
4075;"69ø36'0.0""";"170ø11'0.0""";Mz;4;3
4087;"68ø4'0.0""";"179ø14'0.0""";K;4;3
4089;"67ø31'0.0""";"166ø3'0.0""";K;4;1
4097;"65ø52'0.0""";"165ø57'0.0""";K;4;1
4103;"69ø39'0.0""";"170ø17'0.0""";K;4;3
4106;"69ø36'0.0""";"170ø11'0.0""";K;4;1
4110;"63ø15'54.0""";"166ø40'35.0""";K;4;1
4112;"63ø33'40.0""";"165ø15'0.0""";K;4;3
4117;"67ø25'0.0""";"166ø2'0.0""";J;4;3
4118;"69ø50'0.0""";"174ø26'0.0""";K;4;3
4121;"65ø59'0.0""";"165ø27'0.0""";K;4;1
4129;"63ø42'15.0""";"167ø15'40.0""";K;4;1
4141;"67ø26'0.0""";"178ø21'0.0""";K;4;1
4152;"62ø32'30.0""";"173ø16'0.0""";Mz;4;1
4155;"61ø28'0.0""";"161ø58'0.0""";K;4;3
4170;"64ø4'0.0""";"164ø18'30.0""";K;4;1
4172;"64ø34'0.0""";"167ø35'55.0""";K;4;1
4174;"65ø20'0.0""";"167ø27'0.0""";K;4;3
4180;"63ø13'0.0""";"163ø42'0.0""";K;4;0
4182;"63ø57'50.0""";"167ø34'0.0""";K;4;3
4192;"65ø54'0.0""";"164ø5'0.0""";K;4;1
4207;"61ø23'0.0""";"161ø30'0.0""";K;4;3
4211;"67ø25'0.0""";"167ø24'0.0""";K;4;1
4221;"62ø8'0.0""";"173ø42'0.0""";K;4;3
4222;"64ø0'12.0""";"167ø6'10.0""";K;4;3
4226;"68ø43'0.0""";"177ø35'0.0""";K;4;1
4231;"67ø44'0.0""";"166ø45'0.0""";K;4;3
4233;"64ø4'0.0""";"164ø15'0.0""";K;4;3
4234;"63ø24'47.0""";"165ø56'25.0""";K;4;1
4235;"63ø9'30.0""";"163ø50'30.0""";K;4;3
4239;"63ø0'0.0""";"163ø52'0.0""";K;4;1
4240;"69ø23'0.0""";"173ø37'0.0""";Mz;4;3
4243;"69ø38'0.0""";"170ø14'0.0""";K;4;1
4261;"65ø42'0.0""";"174ø22'0.0""";K;4;3
4271;"69ø18'0.0""";"164ø6'0.0""";K;4;3
4273;"68ø55'0.0""";"172ø17'0.0""";K;4;1
4276;"67ø28'0.0""";"169ø11'0.0""";K;4;1
4277;"66ø9'0.0""";"165ø41'0.0""";K;4;0
4281;"63ø51'20.0""";"167ø0'55.0""";K;4;3
4287;"64ø17'0.0""";"168ø1'0.0""";K;4;3
4290;"68ø55'0.0""";"164ø24'0.0""";K;4;1
4291;"69ø18'0.0""";"171ø20'0.0""";K;4;3
4292;"69ø1'0.0""";"172ø17'0.0""";K;4;1
4300;"65ø50'0.0""";"165ø46'0.0""";K;4;3
4303;"63ø35'30.0""";"164ø45'0.0""";K;4;1
4308;"69ø42'0.0""";"170ø27'0.0""";K;4;1
4320;"69ø5'0.0""";"172ø8'0.0""";K;4;1
4322;"65ø43'0.0""";"162ø24'0.0""";K;4;1
4323;"61ø30'0.0""";"161ø58'0.0""";K;4;1
4326;"67ø23'0.0""";"168ø52'0.0""";K;4;1
4328;"63ø0'35.0""";"165ø0'8.0""";K;4;1
4333;"64ø43'0.0""";"172ø21'0.0""";K;4;1
4341;"63ø0'23.0""";"166ø40'5.0""";K;4;1
4344;"65ø9'0.0""";"169ø5'0.0""";K;4;1
4346;"63ø2'0.0""";"162ø32'0.0""";K;4;1
4351;"63ø33'50.0""";"167ø1'15.0""";K;4;0
4355;"63ø10'31.0""";"165ø20'36.0""";K;4;1
4357;"63ø13'30.0""";"163ø17'0.0""";K;4;1
4366;"65ø2'0.0""";"172ø55'0.0""";K;4;1
4367;"63ø20'39.0""";"165ø15'2.0""";K;4;1
4369;"64ø54'0.0""";"178ø20'0.0""";K;4;3
4371;"65ø2'0.0""";"179ø58'0.0""";K;4;3
4372;"69ø24'0.0""";"177ø10'0.0""";K;4;3
4375;"68ø49'0.0""";"172ø43'0.0""";K;4;3
4379;"63ø19'5.0""";"163ø49'30.0""";K;4;1
4382;"63ø45'0.0""";"175ø30'0.0""";Mz;4;1
4393;"65ø17'0.0""";"169ø47'0.0""";K;4;1
4402;"63ø34'55.0""";"165ø21'30.0""";K;4;1
4409;"68ø59'0.0""";"172ø13'0.0""";K;4;1
4412;"67ø28'0.0""";"179ø55'0.0""";K;4;1
4417;"68ø23'0.0""";"179ø29'0.0""";K;4;1
4424;"68ø44'0.0""";"165ø18'0.0""";K;4;1
4436;"63ø0'37.0""";"165ø0'48.0""";K;4;1
4442;"67ø42'0.0""";"164ø45'0.0""";K;4;3
4454;"63ø20'48.0""";"165ø30'45.0""";K;4;3
4459;"64ø18'0.0""";"163ø40'0.0""";K;4;3
4462;"63ø8'57.0""";"166ø20'33.0""";K;4;1
4464;"63ø34'0.0""";"175ø35'0.0""";Mz;4;1
4467;"64ø17'0.0""";"164ø22'30.0""";K;4;1
4468;"61ø45'0.0""";"164ø56'0.0""";K;4;1
4470;"66ø17'0.0""";"165ø22'0.0""";K;4;1
4478;"68ø0'0.0""";"179ø45'0.0""";K;4;1
4482;"67ø42'0.0""";"178ø19'0.0""";K;4;1
4491;"67ø43'0.0""";"179ø9'0.0""";K;4;1
4509;"63ø50'42.0""";"166ø30'0.0""";K;4;1
4518;"64ø11'30.0""";"168ø26'0.0""";K;4;1
4519;"64ø11'0.0""";"167ø59'0.0""";K;4;1
4528;"63ø40'29.0""";"166ø30'24.0""";K;4;3
4533;"63ø32'0.0""";"175ø29'0.0""";Mz;4;3
4537;"64ø3'40.0""";"167ø12'40.0""";K;4;1
4545;"64ø55'0.0""";"178ø18'0.0""";K;4;1
